EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-13.675,-8.900,-11.231,-7.750,-9.723,-3.450,-11.788,-11.367,0.031,0.984,0.220,-0.641,0.885,1.129,93.333,96884.000,1.000
-10.131,-2.800,-3.966,-1.427,-3.748,1.731,-3.683,-5.431,0.031,0.983,0.218,-0.793,0.793,1.099,93.333,96885.000,1.000
-9.939,-1.628,-1.289,-0.196,-1.634,3.548,4.234,-2.492,0.029,0.980,0.222,-0.610,0.824,1.068,93.333,96886.000,1.000
-11.625,-2.935,-1.434,-0.895,-1.366,3.622,8.994,-2.464,0.029,0.980,0.220,-0.671,0.763,1.099,93.333,96887.000,1.000
-8.533,-0.815,1.134,2.202,1.720,4.990,10.785,-0.698,0.030,0.980,0.219,-0.610,0.824,1.068,93.333,96888.000,1.000
-0.805,4.010,5.214,6.898,6.070,6.718,10.252,3.535,0.028,0.980,0.219,-0.610,0.702,1.007,93.333,96889.000,1.000
4.669,7.333,7.146,8.528,9.008,8.260,11.376,9.008,0.031,0.980,0.220,-0.580,0.732,0.946,93.333,96890.000,1.000
3.278,8.521,6.947,6.693,10.776,9.705,14.723,13.177,0.030,0.982,0.218,-0.549,0.641,0.854,93.333,96891.000,1.000
-2.407,9.819,7.060,4.471,11.943,10.039,14.636,12.988,0.027,0.981,0.220,-0.458,0.641,0.763,93.333,96892.000,1.000
-4.293,13.707,10.541,6.423,14.128,11.222,11.857,11.476,0.028,0.981,0.219,-0.366,0.549,0.824,93.333,96893.000,1.000
1.708,19.657,17.004,12.875,17.653,14.837,11.903,13.097,0.028,0.982,0.218,-0.366,0.488,0.793,93.333,96894.000,1.000
9.640,23.719,21.619,17.656,18.573,16.643,11.657,13.974,0.027,0.982,0.220,-0.336,0.488,0.732,93.333,96895.000,1.000
12.770,24.583,22.642,17.481,15.623,14.623,6.094,9.216,0.029,0.983,0.218,-0.244,0.458,0.732,93.333,96896.000,1.000
12.698,25.129,23.448,16.698,13.973,13.969,0.585,3.282,0.030,0.984,0.219,-0.153,0.427,0.671,93.333,96897.000,1.000
14.149,26.357,25.197,18.153,16.264,17.374,2.225,2.523,0.029,0.985,0.217,-0.183,0.458,0.702,93.333,96898.000,1.000
16.655,25.210,24.181,17.040,16.894,19.620,7.250,3.620,0.028,0.984,0.223,-0.183,0.366,0.732,93.333,96899.000,1.000
16.539,19.756,17.748,8.795,10.323,15.864,6.899,-0.738,0.030,0.983,0.221,-0.305,0.275,0.610,93.333,96900.000,1.000
14.157,13.068,8.911,-2.087,0.236,9.163,0.782,-8.306,0.029,0.983,0.223,-0.336,0.183,0.641,93.333,96901.000,1.000
12.124,8.166,1.610,-8.297,-6.329,4.893,-4.111,-10.801,0.028,0.984,0.222,-0.275,0.061,0.610,93.333,96902.000,1.000
9.112,3.130,-4.930,-10.484,-9.806,2.165,-6.252,-8.915,0.028,0.983,0.222,-0.214,0.092,0.549,93.333,96903.000,1.000
3.120,-3.081,-11.603,-13.110,-14.066,-1.501,-9.718,-10.081,0.029,0.985,0.223,-0.275,0.031,0.549,93.333,96904.000,1.000
-3.092,-6.185,-14.490,-14.612,-16.425,-2.240,-11.428,-12.778,0.030,0.984,0.224,-0.244,0.061,0.549,93.333,96905.000,1.000
-5.052,-3.266,-10.555,-10.479,-11.966,3.661,-4.318,-8.252,0.030,0.985,0.222,-0.275,0.092,0.549,93.333,96906.000,1.000
-2.605,1.788,-4.052,-2.668,-3.875,10.606,7.436,3.202,0.032,0.984,0.222,-0.336,-0.031,0.549,93.333,96907.000,1.000
-0.640,2.244,-3.173,0.371,-1.494,8.935,9.877,9.428,0.032,0.984,0.222,-0.336,-0.031,0.610,93.333,96908.000,1.000
-2.721,-3.574,-10.062,-5.646,-8.027,-1.981,-1.785,2.641,0.032,0.984,0.222,-0.397,-0.122,0.610,93.333,96909.000,1.000
-4.583,-8.577,-15.973,-12.842,-14.169,-10.107,-12.469,-7.077,0.032,0.984,0.222,-0.336,-0.153,0.610,93.333,96910.000,1.000
0.339,-5.011,-11.824,-10.420,-9.582,-4.975,-5.453,-4.291,0.031,0.983,0.220,-0.336,-0.122,0.458,93.333,96911.000,1.000
9.313,4.107,-1.380,-0.294,2.115,7.770,13.511,9.041,0.028,0.981,0.219,-0.458,-0.092,0.336,93.333,96912.000,1.000
12.607,8.521,3.905,5.636,8.103,13.339,23.222,15.990,0.028,0.981,0.220,-0.336,-0.061,0.366,93.333,96913.000,1.000
7.256,5.065,0.582,2.625,3.852,6.787,14.379,7.937,0.031,0.978,0.221,-0.366,-0.153,0.275,93.333,96914.000,1.000
0.970,1.867,-2.891,-0.961,-1.486,-1.301,-0.116,-4.643,0.031,0.978,0.221,-0.244,-0.153,0.183,93.333,96915.000,1.000
2.851,6.339,1.748,3.272,1.445,-0.089,-3.658,-7.373,0.032,0.979,0.220,-0.092,-0.092,0.214,93.333,96916.000,1.000
12.899,14.899,11.674,12.063,9.563,7.249,3.546,-0.383,0.032,0.980,0.218,-0.061,-0.092,0.244,93.333,96917.000,1.000
21.081,19.072,17.894,16.613,13.305,10.656,8.584,4.973,0.033,0.980,0.217,0.122,-0.061,0.183,93.333,96918.000,1.000
20.196,16.677,16.970,14.155,9.927,7.474,4.234,2.261,0.033,0.980,0.219,0.122,-0.031,0.214,93.333,96919.000,1.000
16.496,13.464,14.256,10.119,6.082,4.334,-2.663,-2.747,0.035,0.981,0.221,0.153,0.000,0.336,93.333,96920.000,1.000
18.507,15.156,16.323,11.237,8.724,7.709,-1.331,-0.299,0.036,0.981,0.220,0.214,0.122,0.397,93.333,96921.000,1.000
22.347,19.188,21.145,16.339,15.096,14.594,6.796,8.958,0.035,0.982,0.218,0.153,0.153,0.488,93.333,96922.000,1.000
20.145,18.201,20.198,17.550,15.899,15.985,9.660,13.855,0.034,0.983,0.219,0.092,0.275,0.458,93.333,96923.000,1.000
12.929,10.363,10.655,12.008,8.396,8.806,2.381,8.785,0.033,0.983,0.219,0.061,0.214,0.397,93.333,96924.000,1.000
5.834,0.401,-1.461,4.936,-1.221,-1.509,-7.491,-0.128,0.034,0.983,0.221,0.031,0.427,0.366,93.333,96925.000,1.000
1.078,-6.521,-9.376,1.134,-7.182,-8.634,-12.271,-5.645,0.032,0.982,0.224,-0.031,0.458,0.366,93.333,96926.000,1.000
-0.151,-7.517,-10.312,1.196,-7.768,-9.763,-10.751,-5.765,0.031,0.982,0.223,-0.031,0.427,0.458,93.333,96927.000,1.000
2.338,-2.524,-4.932,4.439,-2.792,-4.541,-3.551,-0.560,0.030,0.984,0.219,0.000,0.336,0.488,93.333,96928.000,1.000
5.158,3.560,1.525,8.188,4.192,3.252,6.009,7.097,0.030,0.983,0.220,-0.061,0.366,0.458,93.333,96929.000,1.000
4.109,3.437,1.457,6.668,5.146,5.675,8.596,9.111,0.030,0.985,0.222,-0.092,0.427,0.397,93.333,96930.000,1.000
-0.494,-2.788,-5.472,-1.439,-2.056,1.042,0.999,1.887,0.030,0.984,0.221,-0.153,0.397,0.336,93.333,96931.000,1.000
-4.058,-6.413,-10.358,-8.106,-8.253,-2.141,-5.764,-5.324,0.030,0.984,0.220,-0.183,0.458,0.397,93.333,96932.000,1.000
-3.521,-2.954,-7.211,-6.383,-5.976,0.984,-3.818,-3.786,0.030,0.986,0.221,-0.183,0.427,0.427,93.333,96933.000,1.000
-0.433,2.505,0.038,0.089,1.129,5.528,1.962,2.515,0.029,0.988,0.220,-0.122,0.427,0.397,93.333,96934.000,1.000
2.285,4.261,4.428,3.340,5.966,7.017,6.246,5.892,0.030,0.988,0.219,-0.153,0.397,0.336,93.333,96935.000,1.000
2.895,1.881,3.671,1.012,5.531,4.967,6.281,3.860,0.029,0.990,0.221,-0.122,0.397,0.336,93.333,96936.000,1.000
1.502,-1.341,1.492,-2.074,1.977,0.512,1.160,-0.444,0.028,0.990,0.225,-0.244,0.366,0.244,93.333,96937.000,1.000
0.561,-2.000,2.814,-0.456,0.508,-2.693,-1.834,-0.614,0.028,0.990,0.222,-0.153,0.336,0.366,93.333,96938.000,1.000
2.623,-0.911,6.718,4.421,2.157,-2.860,2.518,3.680,0.028,0.988,0.223,-0.183,0.458,0.275,93.333,96939.000,1.000
7.820,-0.949,9.070,7.261,2.997,-2.913,5.871,5.338,0.028,0.988,0.224,-0.183,0.366,0.305,93.333,96940.000,1.000
13.245,-0.923,10.220,7.627,2.772,-3.584,2.460,3.449,0.028,0.988,0.223,-0.214,0.366,0.336,93.333,96941.000,1.000
14.057,1.302,11.829,8.042,4.128,-2.411,-0.475,3.965,0.029,0.985,0.223,-0.092,0.244,0.275,93.333,96942.000,1.000
9.720,4.112,12.226,8.218,5.824,0.081,1.492,7.017,0.029,0.984,0.219,-0.244,0.122,0.214,93.333,96943.000,1.000
5.188,5.057,10.111,7.243,5.468,0.992,3.674,8.601,0.028,0.984,0.222,-0.031,0.092,0.305,93.333,96944.000,1.000
2.898,3.730,6.672,6.547,3.917,-0.635,3.372,9.534,0.029,0.987,0.223,0.000,-0.061,0.244,93.333,96945.000,1.000
1.958,1.785,4.100,7.846,2.844,-3.590,1.674,11.487,0.030,0.984,0.222,0.031,0.000,0.336,93.333,96946.000,1.000
1.640,0.010,2.783,9.374,0.673,-8.004,-3.624,10.238,0.032,0.985,0.219,0.031,0.000,0.275,93.333,96947.000,1.000
0.391,-2.875,0.936,7.740,-4.613,-14.510,-13.766,2.630,0.033,0.984,0.220,0.000,0.092,0.397,93.333,96948.000,1.000
-0.967,-4.569,0.252,4.910,-8.652,-17.750,-20.286,-4.833,0.033,0.984,0.223,0.031,0.092,0.366,93.333,96949.000,1.000
2.213,-0.245,4.713,6.102,-5.225,-10.864,-14.442,-4.296,0.032,0.982,0.225,0.031,0.031,0.458,93.333,96950.000,1.000
9.500,7.380,11.341,10.031,2.445,1.274,-1.989,1.441,0.032,0.981,0.222,0.000,0.061,0.549,93.333,96951.000,1.000
13.137,9.258,12.007,9.779,4.681,5.748,3.645,3.433,0.032,0.982,0.222,0.061,0.061,0.549,93.333,96952.000,1.000
9.662,3.579,5.618,3.991,-0.310,-0.083,-0.054,-0.139,0.031,0.984,0.223,-0.092,0.183,0.549,93.333,96953.000,1.000
5.688,0.870,2.302,1.275,-1.850,-3.501,-0.635,0.157,0.030,0.982,0.222,-0.122,0.153,0.641,93.333,96954.000,1.000
8.812,10.330,11.145,9.008,8.951,6.061,12.106,12.648,0.031,0.983,0.220,-0.092,0.092,0.580,93.333,96955.000,1.000
16.899,23.136,23.917,18.978,22.330,18.884,27.484,27.505,0.031,0.983,0.222,-0.153,0.122,0.519,93.333,96956.000,1.000
20.432,22.681,23.978,16.367,20.949,17.078,26.012,25.785,0.032,0.982,0.221,-0.275,0.000,0.580,93.333,96957.000,1.000
17.685,12.559,14.144,4.966,8.856,4.367,11.570,10.148,0.030,0.981,0.221,-0.305,-0.061,0.549,93.333,96958.000,1.000
18.657,11.745,13.213,2.921,6.514,1.595,7.645,3.154,0.031,0.980,0.220,-0.427,-0.092,0.519,93.333,96959.000,1.000
27.601,23.107,24.837,13.284,17.797,12.947,19.314,11.739,0.029,0.980,0.223,-0.519,-0.214,0.580,93.333,96960.000,1.000
34.616,31.424,34.186,21.536,26.780,21.845,26.877,19.683,0.030,0.979,0.220,-0.580,-0.275,0.549,93.333,96961.000,1.000
32.374,26.626,30.499,17.965,22.671,17.550,18.781,15.191,0.028,0.978,0.220,-0.519,-0.305,0.458,93.333,96962.000,1.000
27.199,13.264,17.601,7.165,10.863,6.410,6.100,5.607,0.030,0.979,0.219,-0.641,-0.275,0.366,93.333,96963.000,1.000
26.776,4.094,8.413,1.477,4.757,1.027,4.657,5.670,0.031,0.979,0.219,-0.580,-0.336,0.336,93.333,96964.000,1.000
29.271,7.314,11.458,8.287,11.804,7.473,19.127,20.379,0.032,0.979,0.221,-0.580,-0.427,0.305,93.333,96965.000,1.000
29.125,15.395,18.820,18.908,22.433,17.016,35.634,35.969,0.035,0.979,0.221,-0.549,-0.366,0.244,93.333,96966.000,1.000
24.675,12.710,15.198,17.425,18.944,12.626,29.029,31.464,0.035,0.979,0.220,-0.549,-0.427,0.214,93.333,96967.000,1.000
19.304,-1.553,1.588,5.048,2.170,-5.768,-0.635,9.102,0.035,0.981,0.222,-0.610,-0.275,0.122,93.333,96968.000,1.000
18.052,-10.904,-5.511,-0.782,-7.914,-17.598,-20.781,-5.331,0.034,0.981,0.219,-0.610,-0.305,0.153,93.333,96969.000,1.000
21.204,-7.888,-1.597,4.190,-4.698,-14.306,-16.576,-2.580,0.036,0.982,0.219,-0.610,-0.244,0.183,93.333,96970.000,1.000
23.348,-3.685,0.995,6.330,-1.773,-9.229,-7.373,0.936,0.034,0.984,0.223,-0.610,-0.214,0.153,93.333,96971.000,1.000
22.334,-3.924,-0.851,1.982,-4.277,-9.236,-6.420,-3.186,0.033,0.983,0.223,-0.610,-0.153,0.153,93.333,96972.000,1.000
22.887,-0.652,2.486,1.708,-3.528,-7.362,-6.967,-6.071,0.035,0.987,0.223,-0.641,-0.214,0.244,93.333,96973.000,1.000
25.855,5.948,9.764,6.299,1.090,-2.738,-3.692,-3.012,0.035,0.988,0.223,-0.580,-0.305,0.153,93.333,96974.000,1.000
25.219,6.848,10.839,6.400,2.093,-1.405,-0.237,0.170,0.034,0.987,0.224,-0.763,-0.214,0.122,93.333,96975.000,1.000
20.198,2.506,5.844,0.532,-1.500,-4.479,-2.763,-3.180,0.035,0.988,0.225,-0.854,-0.275,0.000,93.333,96976.000,1.000
16.317,-0.871,1.225,-5.775,-5.926,-9.350,-12.222,-13.078,0.035,0.987,0.226,-0.977,-0.214,-0.031,93.333,96977.000,1.000
15.643,-2.263,-0.221,-8.802,-8.241,-12.548,-19.566,-21.481,0.036,0.987,0.224,-0.946,-0.153,-0.061,93.333,96978.000,1.000
16.798,-1.987,2.575,-7.236,-6.069,-10.141,-16.360,-21.335,0.032,0.985,0.224,-0.946,-0.031,-0.031,93.333,96979.000,1.000
18.737,1.103,8.567,-2.272,0.204,-2.560,-5.953,-14.517,0.032,0.985,0.225,-0.977,-0.122,-0.122,93.333,96980.000,1.000
20.406,5.419,13.152,1.922,6.287,4.138,2.477,-7.422,0.032,0.985,0.226,-0.916,-0.092,-0.275,93.333,96981.000,1.000
21.004,7.899,14.465,2.715,9.148,5.511,4.164,-3.607,0.030,0.984,0.224,-0.977,-0.122,-0.183,93.333,96982.000,1.000
19.819,8.274,15.498,2.011,10.299,3.471,2.055,-1.273,0.032,0.984,0.226,-0.977,-0.244,-0.122,93.333,96983.000,1.000
16.571,7.110,16.095,1.282,10.673,1.045,1.695,2.609,0.029,0.983,0.224,-1.038,-0.214,-0.214,93.333,96984.000,1.000
13.864,4.533,13.011,-0.047,8.903,-1.050,4.207,7.498,0.029,0.986,0.226,-0.977,-0.092,-0.397,93.333,96985.000,1.000
13.691,2.279,7.984,-0.504,5.989,-1.674,6.606,10.794,0.030,0.988,0.222,-0.977,-0.305,-0.366,93.333,96986.000,1.000
12.669,1.371,4.588,0.727,3.527,-0.695,6.470,10.855,0.029,0.987,0.224,-0.916,-0.366,-0.458,93.333,96987.000,1.000
8.703,1.618,3.408,2.225,1.792,0.428,5.736,9.568,0.031,0.986,0.223,-0.885,-0.366,-0.427,93.333,96988.000,1.000
6.170,4.216,5.658,4.836,2.605,1.836,7.673,10.965,0.031,0.985,0.227,-0.916,-0.427,-0.366,93.333,96989.000,1.000
6.749,6.899,9.582,7.392,4.531,1.934,8.360,12.328,0.031,0.986,0.227,-0.885,-0.336,-0.336,93.333,96990.000,1.000
6.326,4.045,8.183,4.595,1.757,-2.617,2.350,6.825,0.031,0.984,0.225,-0.977,-0.458,-0.305,93.333,96991.000,1.000
3.979,-2.476,0.930,-2.401,-4.763,-8.791,-4.693,-2.313,0.032,0.985,0.226,-0.977,-0.458,-0.244,93.333,96992.000,1.000
2.569,-5.776,-5.057,-7.126,-8.455,-10.753,-5.083,-6.612,0.032,0.985,0.225,-0.854,-0.366,-0.336,93.333,96993.000,1.000
3.127,-5.202,-6.870,-8.645,-8.241,-9.073,-1.633,-6.032,0.034,0.986,0.224,-0.854,-0.427,-0.214,93.333,96994.000,1.000
4.949,-3.575,-6.048,-8.724,-6.788,-7.026,0.335,-5.167,0.032,0.985,0.226,-0.854,-0.519,-0.092,93.333,96995.000,1.000
6.252,-2.556,-4.632,-7.915,-6.511,-6.490,-1.319,-7.424,0.032,0.987,0.226,-0.793,-0.427,-0.153,93.333,96996.000,1.000
4.261,-4.988,-6.416,-9.207,-10.162,-9.725,-8.228,-14.871,0.033,0.985,0.222,-0.854,-0.458,-0.061,93.333,96997.000,1.000
-0.567,-10.601,-11.507,-13.657,-15.627,-15.005,-17.016,-23.657,0.034,0.980,0.221,-0.854,-0.519,0.061,93.333,96998.000,1.000
-3.885,-13.311,-13.639,-16.458,-16.469,-15.965,-20.158,-26.480,0.034,0.976,0.221,-0.916,-0.458,0.122,93.333,96999.000,1.000
-4.506,-10.919,-10.607,-15.215,-12.443,-11.777,-16.032,-22.494,0.036,0.973,0.221,-1.007,-0.519,0.275,93.333,97000.000,1.000
-5.384,-8.064,-7.585,-13.342,-9.109,-7.686,-9.649,-16.789,0.035,0.970,0.222,-0.885,-0.397,0.214,93.333,97001.000,1.000
-6.398,-6.544,-7.139,-12.983,-7.562,-4.468,-4.545,-12.436,0.037,0.972,0.218,-0.671,-0.305,0.336,93.333,97002.000,1.000
-5.406,-3.995,-7.116,-13.166,-4.944,0.757,0.048,-8.615,0.037,0.974,0.218,-0.549,-0.183,0.305,93.333,97003.000,1.000
-4.793,-1.590,-7.792,-14.113,-2.768,5.138,2.658,-6.194,0.037,0.974,0.218,-0.305,-0.153,0.488,93.333,97004.000,1.000
-7.483,-3.194,-11.111,-16.940,-5.256,2.729,-2.111,-9.100,0.039,0.975,0.219,-0.244,-0.122,0.549,93.333,97005.000,1.000
-11.634,-8.695,-15.601,-20.212,-11.189,-5.263,-12.190,-15.918,0.040,0.973,0.220,-0.153,0.000,0.580,93.333,97006.000,1.000
-14.864,-12.909,-17.332,-19.991,-13.817,-10.406,-15.515,-17.493,0.041,0.975,0.218,0.031,0.183,0.641,93.333,97007.000,1.000
-15.764,-10.774,-13.359,-13.511,-8.640,-6.919,-6.610,-8.968,0.038,0.976,0.222,0.122,0.366,0.610,93.333,97008.000,1.000
-14.599,-5.270,-6.166,-4.294,-0.323,0.374,3.612,1.077,0.037,0.977,0.222,0.244,0.519,0.671,93.333,97009.000,1.000
-15.948,-5.101,-3.065,-0.058,1.862,1.536,2.415,1.421,0.036,0.978,0.217,0.275,0.610,0.549,93.333,97010.000,1.000
-21.743,-10.676,-5.869,-1.728,-2.474,-4.173,-6.631,-4.957,0.035,0.978,0.220,0.275,0.732,0.366,93.333,97011.000,1.000
-26.961,-13.676,-8.913,-3.085,-5.242,-8.467,-10.638,-6.725,0.035,0.977,0.219,0.366,1.068,0.183,93.333,97012.000,1.000
-27.436,-10.702,-8.890,-1.737,-2.968,-6.925,-5.635,-1.465,0.034,0.981,0.219,0.397,1.160,0.092,93.333,97013.000,1.000
-24.224,-6.404,-7.725,-0.777,0.454,-2.521,2.214,4.194,0.035,0.984,0.221,0.488,1.312,0.061,93.333,97014.000,1.000
-21.009,-5.461,-7.312,-2.134,0.846,-0.100,5.707,4.542,0.034,0.986,0.223,0.427,1.404,-0.061,93.333,97015.000,1.000
-19.170,-6.574,-5.925,-3.373,-0.897,-0.719,3.499,0.759,0.035,0.988,0.226,0.427,1.434,-0.061,93.333,97016.000,1.000
-17.068,-7.006,-2.969,-2.595,-2.241,-2.720,-0.525,-2.395,0.034,0.990,0.223,0.305,1.465,0.000,93.333,97017.000,1.000
-15.151,-8.963,-3.272,-3.033,-4.822,-6.582,-4.286,-4.581,0.034,0.992,0.223,0.366,1.648,0.122,93.333,97018.000,1.000
-15.211,-12.902,-7.891,-6.217,-8.993,-11.137,-7.397,-7.345,0.031,0.992,0.220,0.275,1.587,0.275,93.333,97019.000,1.000
-16.306,-13.686,-9.985,-8.482,-10.496,-12.085,-8.995,-9.511,0.028,0.989,0.220,0.183,1.556,0.427,93.333,97020.000,1.000
-17.321,-10.163,-6.798,-8.859,-8.854,-10.058,-11.324,-11.514,0.027,0.989,0.222,0.061,1.556,0.519,93.333,97021.000,1.000
-18.232,-6.600,-2.958,-8.967,-7.587,-9.027,-15.429,-14.177,0.028,0.987,0.220,0.122,1.434,0.549,93.333,97022.000,1.000
-16.385,-4.116,-0.286,-6.252,-5.720,-7.873,-15.704,-13.664,0.027,0.986,0.220,0.061,1.465,0.458,93.333,97023.000,1.000
-9.218,-0.576,3.884,1.622,0.321,-3.376,-8.570,-6.883,0.026,0.986,0.227,0.031,1.465,0.458,93.333,97024.000,1.000
-1.406,3.828,9.364,10.230,9.015,3.304,2.050,3.283,0.025,0.985,0.226,0.183,1.526,0.519,93.333,97025.000,1.000
-2.202,5.788,11.564,13.145,13.869,7.491,9.880,10.901,0.024,0.984,0.223,0.031,1.434,0.458,93.333,97026.000,1.000
-12.786,2.382,7.074,8.918,10.034,5.520,9.654,10.861,0.021,0.985,0.225,0.153,1.282,0.610,93.333,97027.000,1.000
-22.075,-4.388,-1.407,1.777,0.615,-0.459,2.214,4.098,0.022,0.985,0.224,0.153,1.160,0.580,93.333,97028.000,1.000
-21.692,-8.579,-7.313,-2.198,-5.570,-3.694,-4.117,-1.851,0.022,0.982,0.222,0.092,0.977,0.641,93.333,97029.000,1.000
-16.948,-7.537,-7.264,-0.416,-4.192,-0.941,-3.998,-1.931,0.023,0.982,0.226,0.122,0.702,0.580,93.333,97030.000,1.000
-15.491,-4.486,-4.104,3.926,0.439,4.237,0.028,2.094,0.023,0.982,0.225,0.183,0.549,0.610,93.333,97031.000,1.000
-17.396,-4.264,-4.089,4.670,0.968,5.947,3.002,5.187,0.025,0.981,0.225,0.275,0.458,0.549,93.333,97032.000,1.000
-20.687,-8.628,-10.475,-0.864,-5.200,2.005,2.222,3.456,0.028,0.982,0.227,0.305,0.275,0.549,93.333,97033.000,1.000
-24.010,-12.860,-17.426,-6.958,-11.294,-2.265,1.446,0.608,0.026,0.982,0.225,0.275,0.244,0.519,93.333,97034.000,1.000
-24.827,-10.490,-16.299,-6.463,-9.253,-0.272,6.444,3.741,0.027,0.980,0.225,0.336,0.214,0.519,93.333,97035.000,1.000
-25.246,-5.422,-10.795,-3.580,-4.425,3.438,10.696,7.132,0.027,0.979,0.222,0.214,0.153,0.549,93.333,97036.000,1.000
-31.370,-8.376,-13.005,-8.169,-8.907,-1.726,1.422,-1.582,0.026,0.980,0.224,0.275,0.092,0.549,93.333,97037.000,1.000
-40.284,-18.253,-22.494,-17.840,-20.010,-13.325,-15.958,-16.956,0.028,0.979,0.224,0.305,0.061,0.671,93.333,97038.000,1.000
-42.535,-22.571,-26.258,-20.902,-23.399,-17.931,-22.448,-21.985,0.029,0.980,0.225,0.336,-0.031,0.580,93.333,97039.000,1.000
-38.277,-17.043,-19.627,-15.065,-16.134,-12.582,-15.718,-15.824,0.028,0.979,0.225,0.336,-0.061,0.397,93.333,97040.000,1.000
-33.599,-9.224,-10.691,-8.411,-8.396,-6.832,-10.296,-11.283,0.031,0.978,0.225,0.427,0.031,0.336,93.333,97041.000,1.000
-28.763,-4.386,-5.472,-5.326,-5.170,-4.878,-10.278,-11.725,0.031,0.978,0.220,0.549,0.061,0.305,93.333,97042.000,1.000
-22.905,-1.104,-2.665,-3.863,-2.635,-2.489,-7.402,-11.137,0.031,0.980,0.219,0.519,0.092,0.397,93.333,97043.000,1.000
-17.907,1.668,-1.178,-3.225,0.557,1.027,-1.041,-8.658,0.031,0.981,0.222,0.580,0.153,0.397,93.333,97044.000,1.000
-13.664,2.822,-1.993,-4.099,1.840,1.893,1.689,-7.028,0.033,0.981,0.222,0.458,0.153,0.305,93.333,97045.000,1.000
-9.699,2.282,-4.177,-4.603,1.428,-0.297,-0.694,-4.993,0.032,0.980,0.223,0.488,0.122,0.305,93.333,97046.000,1.000
-8.893,1.077,-5.869,-2.832,1.640,-2.408,-3.913,-1.109,0.034,0.980,0.221,0.549,0.183,0.244,93.333,97047.000,1.000
-12.622,0.417,-6.435,-0.066,3.204,-1.648,-4.107,2.983,0.035,0.980,0.224,0.549,0.183,0.122,93.333,97048.000,1.000
-16.024,1.690,-4.937,2.405,6.137,3.069,0.405,6.788,0.035,0.985,0.224,0.427,0.336,0.153,93.333,97049.000,1.000
-14.912,4.502,-1.295,4.587,9.572,9.185,6.838,10.742,0.034,0.986,0.224,0.427,0.336,0.122,93.333,97050.000,1.000
-13.017,5.256,0.565,4.405,9.943,10.968,8.400,12.142,0.032,0.987,0.223,0.305,0.366,0.153,93.333,97051.000,1.000
-14.576,0.839,-3.926,-0.752,4.420,5.984,2.397,8.180,0.030,0.985,0.224,0.275,0.336,0.214,93.333,97052.000,1.000
-17.695,-7.017,-13.523,-8.708,-4.205,-1.179,-5.355,1.446,0.028,0.985,0.222,0.244,0.244,0.305,93.333,97053.000,1.000
-21.222,-13.518,-22.095,-14.367,-10.262,-4.489,-7.755,-2.494,0.029,0.985,0.223,0.153,0.183,0.244,93.333,97054.000,1.000
-25.480,-15.448,-24.937,-15.534,-11.655,-3.082,-4.443,-1.572,0.029,0.983,0.223,0.183,0.183,0.214,93.333,97055.000,1.000
-26.011,-12.742,-22.014,-13.206,-10.477,-0.411,-0.423,1.583,0.028,0.982,0.224,0.153,0.275,0.061,93.333,97056.000,1.000
-21.895,-8.168,-17.182,-9.737,-9.136,0.574,0.851,3.552,0.027,0.983,0.223,0.061,0.244,0.031,93.333,97057.000,1.000
-20.493,-5.272,-14.207,-7.703,-7.915,0.235,1.233,3.825,0.027,0.982,0.228,0.092,0.305,0.092,93.333,97058.000,1.000
-22.463,-4.596,-12.857,-7.368,-5.798,1.122,4.079,4.417,0.028,0.985,0.225,0.061,0.366,0.000,93.333,97059.000,1.000
-20.334,-4.478,-11.769,-7.849,-3.839,3.309,6.967,4.926,0.030,0.985,0.222,0.061,0.275,-0.153,93.333,97060.000,1.000
-14.637,-4.411,-11.774,-9.684,-4.482,3.621,4.316,2.589,0.029,0.984,0.220,-0.061,0.305,-0.061,93.333,97061.000,1.000
-11.582,-3.456,-12.016,-11.386,-5.926,2.082,-1.083,-0.568,0.030,0.986,0.222,0.000,0.336,0.000,93.333,97062.000,1.000
-11.468,-0.312,-9.968,-9.875,-4.328,2.224,-0.945,0.215,0.030,0.986,0.223,-0.031,0.397,0.031,93.333,97063.000,1.000
-12.507,2.821,-7.065,-7.177,-1.508,3.296,3.108,2.835,0.027,0.986,0.222,-0.122,0.275,0.061,93.333,97064.000,1.000
-14.359,3.168,-6.050,-7.091,-1.723,1.374,1.965,1.507,0.026,0.986,0.225,-0.153,0.183,0.153,93.333,97065.000,1.000
-14.740,1.693,-6.312,-7.851,-4.546,-3.150,-4.723,-3.069,0.025,0.986,0.223,-0.214,0.153,0.061,93.333,97066.000,1.000
-13.066,-0.512,-7.579,-7.183,-7.736,-7.215,-9.769,-6.642,0.026,0.986,0.222,-0.183,0.061,0.031,93.333,97067.000,1.000
-11.611,-3.344,-9.982,-6.485,-10.178,-9.420,-10.869,-8.979,0.025,0.985,0.225,-0.244,0.061,-0.122,93.333,97068.000,1.000
-9.658,-4.310,-9.710,-5.219,-9.633,-8.599,-9.279,-10.486,0.025,0.982,0.224,-0.244,-0.031,-0.244,93.333,97069.000,1.000
-5.558,-1.927,-4.246,-1.516,-5.383,-4.438,-4.055,-8.941,0.024,0.983,0.226,-0.153,-0.061,-0.183,93.333,97070.000,1.000
