EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-0.954,-10.704,-7.213,-9.753,1.310,-19.336,-17.227,1.508,0.031,0.970,0.266,-0.275,-0.153,0.580,93.333,17636.000,1.000
-5.997,-12.092,-8.244,-10.531,4.890,-22.417,-20.216,-0.224,0.032,0.970,0.266,-0.305,0.031,0.488,93.333,17637.000,1.000
-4.480,-9.831,-6.374,-9.122,6.283,-22.398,-20.008,-1.042,0.031,0.969,0.268,-0.214,0.092,0.397,93.333,17638.000,1.000
-1.909,-6.985,-4.698,-8.275,6.078,-21.519,-17.489,-2.839,0.031,0.970,0.263,-0.214,0.214,0.458,93.333,17639.000,1.000
-0.492,-6.119,-3.946,-8.913,8.707,-22.058,-17.025,-7.374,0.032,0.970,0.265,-0.153,0.366,0.397,93.333,17640.000,1.000
1.295,-8.461,-5.052,-10.936,14.111,-24.400,-19.584,-13.094,0.033,0.970,0.267,-0.122,0.519,0.549,93.333,17641.000,1.000
3.054,-12.172,-7.807,-11.346,15.404,-26.861,-20.841,-15.749,0.033,0.971,0.268,0.061,0.519,0.519,93.333,17642.000,1.000
3.024,-14.074,-10.106,-9.550,11.014,-28.123,-20.102,-16.097,0.034,0.970,0.266,0.031,0.610,0.458,93.333,17643.000,1.000
2.171,-12.512,-9.964,-8.470,9.527,-26.785,-18.979,-17.123,0.031,0.970,0.264,0.000,0.854,0.580,93.333,17644.000,1.000
3.304,-8.143,-7.137,-8.321,13.341,-21.601,-15.614,-17.056,0.032,0.969,0.266,0.061,0.916,0.519,93.333,17645.000,1.000
6.839,-3.037,-2.826,-5.995,13.270,-14.258,-9.203,-13.470,0.033,0.969,0.265,0.122,1.007,0.458,93.333,17646.000,1.000
10.655,1.115,1.015,-1.950,7.255,-7.644,-3.103,-9.079,0.033,0.971,0.266,0.061,1.038,0.580,93.333,17647.000,1.000
13.732,3.243,1.178,-2.868,5.801,-2.471,0.078,-9.188,0.032,0.971,0.270,0.092,1.221,0.702,93.333,17648.000,1.000
15.876,1.925,-4.540,-11.607,11.772,0.456,0.400,-14.900,0.032,0.971,0.271,0.092,1.190,0.671,93.333,17649.000,1.000
15.513,-2.553,-12.226,-18.675,13.559,-0.557,-1.878,-20.780,0.030,0.969,0.270,0.122,1.312,0.641,93.333,17650.000,1.000
11.301,-6.858,-15.387,-16.080,4.575,-4.383,-6.755,-22.276,0.029,0.970,0.268,0.244,1.251,0.641,93.333,17651.000,1.000
5.302,-8.424,-13.986,-11.849,-7.104,-7.696,-12.361,-21.000,0.028,0.972,0.268,0.244,1.190,0.671,93.333,17652.000,1.000
2.989,-6.885,-11.118,-13.226,-11.088,-8.213,-14.450,-17.521,0.028,0.974,0.267,0.305,1.221,0.763,93.333,17653.000,1.000
7.926,-1.823,-5.482,-11.123,-5.614,-5.128,-10.956,-8.484,0.028,0.973,0.266,0.244,1.312,0.702,93.333,17654.000,1.000
15.638,4.387,2.369,-0.133,2.275,-0.749,-6.350,3.648,0.025,0.974,0.268,0.336,1.251,0.732,93.333,17655.000,1.000
18.245,5.251,5.089,7.475,4.392,0.125,-6.734,9.712,0.024,0.973,0.267,0.183,1.221,0.763,93.333,17656.000,1.000
14.275,-1.998,-2.278,0.871,1.650,-3.495,-11.777,5.738,0.022,0.974,0.266,0.153,1.129,0.793,93.333,17657.000,1.000
6.833,-12.928,-16.445,-15.889,1.678,-8.494,-17.599,-4.347,0.023,0.976,0.265,0.122,1.160,0.946,93.333,17658.000,1.000
-2.317,-21.433,-29.479,-31.348,6.262,-12.409,-22.138,-14.497,0.025,0.974,0.266,0.061,1.129,0.854,93.333,17659.000,1.000
-9.956,-23.407,-33.411,-35.229,10.825,-12.793,-21.445,-17.863,0.025,0.974,0.267,0.061,1.038,0.854,93.333,17660.000,1.000
-11.876,-19.402,-27.434,-26.739,12.297,-9.357,-13.521,-12.188,0.024,0.975,0.268,0.031,0.946,0.824,93.333,17661.000,1.000
-9.833,-16.113,-20.889,-17.605,9.821,-8.772,-8.625,-7.116,0.025,0.974,0.268,0.031,0.946,0.946,93.333,17662.000,1.000
-9.070,-18.480,-21.274,-16.883,4.831,-15.570,-15.878,-12.321,0.025,0.973,0.268,0.092,0.854,1.007,93.333,17663.000,1.000
-9.379,-21.966,-23.811,-18.550,2.078,-22.064,-24.992,-21.192,0.024,0.975,0.268,0.000,0.763,0.977,93.333,17664.000,1.000
-7.336,-19.872,-21.057,-14.805,4.058,-20.178,-23.799,-22.422,0.025,0.973,0.268,0.000,0.732,0.977,93.333,17665.000,1.000
-3.852,-13.188,-14.491,-9.114,6.907,-13.189,-17.039,-17.906,0.025,0.973,0.269,-0.122,0.580,0.946,93.333,17666.000,1.000
-1.962,-7.525,-9.393,-6.932,5.601,-6.859,-11.288,-14.891,0.026,0.975,0.268,-0.092,0.580,0.946,93.333,17667.000,1.000
-2.129,-6.088,-6.968,-6.409,1.131,-1.923,-4.642,-13.781,0.026,0.973,0.266,-0.092,0.519,0.977,93.333,17668.000,1.000
-2.774,-7.138,-4.809,-3.163,-0.820,2.948,4.441,-10.748,0.028,0.974,0.266,-0.092,0.580,1.007,93.333,17669.000,1.000
-1.821,-6.204,-0.614,2.284,0.966,8.874,14.765,-3.981,0.029,0.973,0.263,-0.153,0.549,0.977,93.333,17670.000,1.000
1.428,-1.920,4.958,5.559,1.289,15.428,24.560,3.138,0.028,0.974,0.263,-0.214,0.458,1.038,93.333,17671.000,1.000
5.484,2.872,9.545,5.790,-1.841,20.277,29.554,3.551,0.027,0.973,0.264,-0.183,0.397,0.946,93.333,17672.000,1.000
8.413,5.872,12.616,7.045,-3.780,20.987,24.145,-6.287,0.029,0.975,0.264,-0.275,0.397,0.977,93.333,17673.000,1.000
9.003,7.497,15.553,12.454,-1.732,17.812,10.199,-19.492,0.031,0.972,0.265,-0.275,0.458,0.916,93.333,17674.000,1.000
7.216,8.696,18.217,18.619,0.867,14.220,-1.230,-24.035,0.031,0.974,0.265,-0.275,0.488,0.946,93.333,17675.000,1.000
5.414,8.799,18.187,18.523,0.397,12.028,-4.514,-16.955,0.031,0.972,0.265,-0.275,0.519,0.977,93.333,17676.000,1.000
6.588,7.226,15.582,13.070,-1.889,10.197,-3.923,-4.432,0.030,0.971,0.263,-0.366,0.549,0.916,93.333,17677.000,1.000
8.894,6.119,14.851,11.768,-2.999,10.207,-0.868,9.428,0.031,0.970,0.263,-0.366,0.641,0.977,93.333,17678.000,1.000
8.245,8.049,18.588,18.063,-1.785,14.188,5.182,21.900,0.030,0.972,0.264,-0.397,0.763,0.885,93.333,17679.000,1.000
6.626,11.352,22.749,23.927,1.144,18.199,7.580,26.614,0.029,0.974,0.263,-0.427,0.671,0.824,93.333,17680.000,1.000
7.769,11.124,21.287,21.529,2.447,16.567,1.921,20.727,0.028,0.975,0.266,-0.488,0.580,0.824,93.333,17681.000,1.000
7.419,6.596,15.029,13.904,-1.061,11.587,-3.151,12.141,0.029,0.971,0.266,-0.458,0.641,0.671,93.333,17682.000,1.000
1.254,3.672,11.504,10.444,-5.736,11.296,3.155,11.293,0.031,0.972,0.266,-0.519,0.549,0.702,93.333,17683.000,1.000
-4.226,5.840,13.499,12.851,-5.206,16.293,15.861,16.290,0.027,0.972,0.266,-0.549,0.519,0.732,93.333,17684.000,1.000
-1.782,8.629,15.288,13.864,-0.502,17.084,17.454,14.517,0.027,0.971,0.265,-0.610,0.549,0.671,93.333,17685.000,1.000
4.746,8.550,14.323,10.858,2.508,9.937,3.861,2.831,0.027,0.972,0.262,-0.458,0.610,0.610,93.333,17686.000,1.000
7.072,7.386,14.659,8.350,2.580,2.323,-8.946,-7.484,0.026,0.971,0.267,-0.458,0.519,0.580,93.333,17687.000,1.000
3.709,5.862,17.149,9.203,2.905,-0.992,-10.019,-8.468,0.028,0.968,0.265,-0.458,0.549,0.488,93.333,17688.000,1.000
0.405,5.253,19.904,13.738,3.574,-0.139,-1.630,-0.829,0.028,0.966,0.266,-0.397,0.519,0.488,93.333,17689.000,1.000
0.886,8.677,22.548,19.865,0.959,5.935,12.069,11.548,0.027,0.967,0.266,-0.366,0.366,0.580,93.333,17690.000,1.000
2.756,13.198,22.255,21.329,-3.578,14.247,24.273,20.009,0.027,0.968,0.265,-0.305,0.427,0.488,93.333,17691.000,1.000
4.499,12.637,17.046,15.088,-3.764,18.134,27.648,17.911,0.026,0.969,0.264,-0.275,0.366,0.488,93.333,17692.000,1.000
7.053,8.863,12.144,7.233,-0.311,17.863,25.800,11.562,0.026,0.969,0.265,-0.244,0.366,0.427,93.333,17693.000,1.000
8.144,9.263,13.503,5.825,-0.018,19.829,28.136,11.043,0.026,0.969,0.268,-0.061,0.427,0.366,93.333,17694.000,1.000
6.526,14.829,19.380,11.042,-2.575,24.992,32.869,13.602,0.029,0.973,0.269,-0.153,0.336,0.366,93.333,17695.000,1.000
8.122,20.041,24.568,17.467,-2.117,28.303,31.111,10.057,0.028,0.973,0.269,-0.092,0.244,0.305,93.333,17696.000,1.000
16.709,22.304,27.803,22.431,0.112,27.699,23.282,1.093,0.027,0.972,0.269,-0.122,0.214,0.366,93.333,17697.000,1.000
24.189,21.781,28.227,23.926,-2.565,23.504,13.421,-8.023,0.027,0.973,0.270,-0.092,0.214,0.214,93.333,17698.000,1.000
19.763,16.369,22.021,18.201,-9.345,14.360,-0.411,-17.151,0.027,0.973,0.267,-0.214,0.183,0.305,93.333,17699.000,1.000
5.775,6.373,9.901,7.186,-11.608,2.451,-15.487,-24.043,0.027,0.974,0.269,-0.244,0.214,0.305,93.333,17700.000,1.000
-4.581,-2.569,-0.718,-1.765,-7.048,-5.345,-21.881,-22.492,0.027,0.975,0.268,-0.153,0.061,0.275,93.333,17701.000,1.000
-5.221,-7.553,-5.836,-6.000,-4.113,-7.233,-18.240,-13.311,0.027,0.974,0.267,-0.214,0.000,0.214,93.333,17702.000,1.000
-2.581,-10.350,-7.670,-7.071,-7.173,-7.696,-13.125,-4.088,0.027,0.973,0.267,-0.153,0.000,0.183,93.333,17703.000,1.000
-2.775,-9.826,-6.472,-3.845,-8.672,-6.990,-9.071,2.538,0.027,0.974,0.266,-0.122,-0.031,0.275,93.333,17704.000,1.000
-4.052,-3.992,-0.938,2.818,-3.271,-1.341,-0.633,9.821,0.026,0.973,0.268,-0.153,-0.061,0.122,93.333,17705.000,1.000
-1.819,2.978,5.263,6.987,2.960,7.234,11.995,18.458,0.026,0.971,0.266,-0.183,-0.061,0.061,93.333,17706.000,1.000
2.415,4.779,6.084,5.303,3.228,11.413,18.823,23.458,0.028,0.972,0.268,-0.244,0.000,0.092,93.333,17707.000,1.000
-0.017,-0.017,-0.810,-1.778,-1.637,7.833,12.513,18.507,0.029,0.972,0.268,-0.244,-0.031,0.092,93.333,17708.000,1.000
-11.280,-6.912,-11.071,-11.725,-7.261,1.791,0.479,5.732,0.027,0.971,0.266,-0.244,-0.153,0.122,93.333,17709.000,1.000
-20.796,-10.157,-16.650,-18.883,-9.451,0.083,-4.745,-3.734,0.025,0.970,0.266,-0.305,-0.183,0.122,93.333,17710.000,1.000
-20.649,-9.182,-15.240,-20.622,-6.314,1.978,-2.816,-4.906,0.027,0.970,0.267,-0.275,-0.183,0.183,93.333,17711.000,1.000
-14.350,-6.476,-10.874,-19.267,-1.717,4.839,1.477,-2.198,0.026,0.969,0.269,-0.244,-0.214,0.153,93.333,17712.000,1.000
-7.306,-2.192,-5.712,-14.967,-0.862,9.762,8.800,1.989,0.028,0.971,0.270,-0.183,-0.092,0.153,93.333,17713.000,1.000
-3.082,2.279,-1.214,-8.516,-2.523,13.907,15.639,6.193,0.028,0.971,0.268,-0.214,-0.061,0.214,93.333,17714.000,1.000
-5.886,2.334,-1.115,-6.380,-2.483,11.246,14.713,5.455,0.026,0.970,0.269,-0.061,-0.275,0.092,93.333,17715.000,1.000
-13.286,-1.885,-4.513,-10.651,-0.117,4.316,8.933,-0.636,0.026,0.970,0.271,-0.061,-0.275,0.061,93.333,17716.000,1.000
-15.960,-4.074,-5.282,-13.424,2.817,1.728,6.500,-5.978,0.026,0.970,0.268,0.000,-0.092,0.031,93.333,17717.000,1.000
-12.019,-1.768,-2.029,-9.378,4.638,4.758,7.032,-8.359,0.027,0.970,0.266,0.214,-0.244,-0.031,93.333,17718.000,1.000
-8.857,0.413,0.130,-4.448,4.625,6.398,4.416,-12.064,0.027,0.969,0.264,0.214,-0.214,-0.092,93.333,17719.000,1.000
-11.095,-1.343,-1.744,-5.442,3.754,2.523,-2.485,-18.051,0.024,0.969,0.265,0.214,-0.244,-0.122,93.333,17720.000,1.000
-15.719,-4.113,-3.427,-7.324,2.406,-1.917,-7.300,-18.936,0.026,0.969,0.267,0.366,-0.153,-0.122,93.333,17721.000,1.000
-17.340,-3.107,-0.524,-2.478,-0.278,-0.539,-3.991,-9.381,0.028,0.968,0.269,0.397,-0.275,0.031,93.333,17722.000,1.000
-14.713,0.356,3.878,4.636,-2.989,4.608,4.977,4.393,0.028,0.970,0.267,0.458,-0.336,-0.061,93.333,17723.000,1.000
-11.301,1.900,5.521,7.566,-2.990,7.314,13.371,14.465,0.029,0.969,0.264,0.458,-0.244,0.122,93.333,17724.000,1.000
-10.240,0.924,5.298,8.385,-1.029,5.964,18.669,21.715,0.032,0.969,0.266,0.488,-0.214,0.275,93.333,17725.000,1.000
-11.784,-1.862,3.250,8.320,-1.546,1.877,18.105,27.278,0.034,0.969,0.270,0.488,0.000,0.366,93.333,17726.000,1.000
-15.030,-6.773,-3.135,4.288,-5.071,-3.415,9.285,26.688,0.030,0.970,0.270,0.458,0.061,0.336,93.333,17727.000,1.000
-18.730,-11.377,-11.578,-3.067,-5.139,-6.012,-0.930,20.015,0.027,0.969,0.268,0.397,0.122,0.244,93.333,17728.000,1.000
-21.077,-12.135,-15.988,-8.514,0.923,-3.367,-3.379,14.111,0.027,0.967,0.266,0.397,0.244,0.366,93.333,17729.000,1.000
-21.361,-10.220,-15.409,-9.085,6.313,0.613,0.289,12.429,0.026,0.968,0.265,0.275,0.275,0.458,93.333,17730.000,1.000
-20.174,-9.095,-13.593,-6.267,5.947,1.936,3.915,13.495,0.027,0.968,0.267,0.244,0.214,0.427,93.333,17731.000,1.000
-17.771,-8.553,-11.733,-2.783,3.232,2.915,6.591,15.740,0.028,0.970,0.267,0.275,0.305,0.427,93.333,17732.000,1.000
-14.255,-5.841,-8.267,-0.276,2.890,6.742,10.209,17.967,0.027,0.974,0.267,0.305,0.244,0.397,93.333,17733.000,1.000
-11.170,-1.071,-3.634,1.711,4.781,11.508,15.155,19.220,0.027,0.974,0.262,0.275,0.366,0.519,93.333,17734.000,1.000
-10.970,0.920,-1.873,3.625,5.326,12.184,18.425,18.238,0.028,0.976,0.265,0.183,0.427,0.549,93.333,17735.000,1.000
-14.270,-4.284,-6.815,2.775,2.299,5.897,15.318,12.684,0.026,0.978,0.260,0.153,0.366,0.580,93.333,17736.000,1.000
-18.752,-13.969,-16.506,-3.079,-1.910,-4.054,6.980,2.854,0.026,0.978,0.261,0.092,0.397,0.458,93.333,17737.000,1.000
-20.631,-19.843,-23.842,-10.683,-2.229,-9.557,2.504,-5.178,0.026,0.978,0.265,0.122,0.397,0.519,93.333,17738.000,1.000
-18.431,-18.065,-24.639,-15.096,2.186,-7.414,5.005,-7.142,0.026,0.976,0.268,0.061,0.427,0.427,93.333,17739.000,1.000
-15.600,-13.765,-22.008,-16.278,5.028,-4.420,4.254,-8.313,0.022,0.980,0.268,0.000,0.397,0.336,93.333,17740.000,1.000
-14.278,-12.212,-19.909,-17.433,1.199,-6.494,-5.594,-14.568,0.023,0.980,0.269,0.061,0.366,0.275,93.333,17741.000,1.000
-10.541,-11.557,-17.150,-18.701,-5.248,-10.057,-16.206,-22.493,0.022,0.979,0.267,0.000,0.336,0.336,93.333,17742.000,1.000
-3.788,-7.937,-11.166,-16.429,-6.611,-9.145,-18.774,-24.995,0.022,0.978,0.267,-0.122,0.244,0.427,93.333,17743.000,1.000
0.219,-0.908,-2.287,-8.176,-1.630,-2.666,-11.883,-18.695,0.023,0.979,0.268,-0.122,0.244,0.305,93.333,17744.000,1.000
2.162,8.071,7.746,3.921,3.605,6.993,0.635,-5.447,0.025,0.977,0.267,-0.061,0.183,0.336,93.333,17745.000,1.000
6.679,15.779,15.337,13.841,2.901,14.801,9.595,6.801,0.024,0.977,0.269,-0.122,0.244,0.366,93.333,17746.000,1.000
8.430,17.368,15.219,16.154,-2.019,15.278,8.215,10.044,0.026,0.976,0.266,-0.122,0.153,0.488,93.333,17747.000,1.000
1.678,13.011,8.641,12.769,-3.214,10.572,3.964,7.930,0.030,0.974,0.266,-0.153,0.153,0.549,93.333,17748.000,1.000
-7.507,7.954,3.278,10.048,0.308,7.597,7.127,10.407,0.031,0.970,0.265,-0.092,0.122,0.610,93.333,17749.000,1.000
-12.502,2.905,0.323,7.912,1.430,5.477,11.319,15.699,0.032,0.970,0.267,-0.061,0.092,0.641,93.333,17750.000,1.000
-14.219,-4.928,-5.200,2.134,-0.460,-0.261,6.605,14.488,0.031,0.971,0.263,0.061,0.031,0.671,93.333,17751.000,1.000
-13.983,-13.137,-12.478,-5.338,0.095,-6.139,0.458,8.500,0.031,0.970,0.264,0.000,0.153,0.763,93.333,17752.000,1.000
-12.106,-16.460,-15.823,-7.946,1.751,-6.402,4.408,7.368,0.032,0.970,0.266,-0.092,0.153,0.854,93.333,17753.000,1.000
-11.489,-14.494,-14.144,-4.218,-0.015,-2.726,13.853,12.136,0.033,0.972,0.269,-0.092,0.153,0.885,93.333,17754.000,1.000
-13.000,-10.619,-11.184,-0.749,-2.756,-0.315,16.004,14.752,0.032,0.971,0.268,-0.031,0.275,1.007,93.333,17755.000,1.000
-12.612,-5.961,-8.104,-2.039,-1.610,-0.074,7.826,10.310,0.032,0.971,0.269,0.000,0.336,0.977,93.333,17756.000,1.000
-9.838,-0.464,-3.610,-4.025,1.583,0.379,-2.172,1.665,0.032,0.971,0.269,-0.092,0.305,1.038,93.333,17757.000,1.000
-9.528,3.270,-0.022,-3.733,1.589,2.020,-5.550,-5.855,0.031,0.970,0.267,-0.092,0.458,1.038,93.333,17758.000,1.000
-11.029,3.952,0.234,-3.172,-0.646,4.215,-2.090,-9.452,0.029,0.970,0.268,-0.122,0.519,1.068,93.333,17759.000,1.000
-7.579,4.553,0.443,-2.166,-0.413,6.036,3.113,-9.855,0.030,0.969,0.268,-0.092,0.549,0.916,93.333,17760.000,1.000
1.115,6.635,3.524,0.350,1.618,6.432,5.929,-9.416,0.029,0.970,0.265,-0.244,0.580,0.732,93.333,17761.000,1.000
7.565,7.659,6.463,2.159,1.435,4.725,4.527,-10.027,0.029,0.970,0.265,-0.244,0.641,0.671,93.333,17762.000,1.000
7.863,5.860,6.142,1.420,-0.342,1.037,-1.400,-12.594,0.030,0.968,0.266,-0.275,0.793,0.641,93.333,17763.000,1.000
4.815,2.468,3.946,-0.544,-0.178,-3.171,-8.018,-15.739,0.031,0.966,0.268,-0.214,0.824,0.549,93.333,17764.000,1.000
2.889,-1.156,2.053,-1.240,1.047,-5.965,-9.164,-16.299,0.031,0.965,0.265,-0.183,0.732,0.519,93.333,17765.000,1.000
5.730,-4.583,0.555,0.248,-0.267,-7.827,-6.242,-13.877,0.029,0.966,0.263,-0.183,0.824,0.366,93.333,17766.000,1.000
12.938,-6.414,-0.312,2.684,-3.406,-9.796,-5.676,-10.176,0.032,0.967,0.267,-0.183,0.885,0.305,93.333,17767.000,1.000
18.504,-4.903,0.465,4.240,-4.137,-9.938,-6.710,-4.966,0.031,0.969,0.267,-0.214,0.854,0.244,93.333,17768.000,1.000
19.103,-0.708,2.804,4.510,-1.507,-6.724,-5.537,1.486,0.029,0.967,0.264,-0.122,0.885,0.305,93.333,17769.000,1.000
19.103,3.835,5.924,5.204,-0.185,-2.211,-3.496,7.420,0.029,0.969,0.266,-0.153,0.916,0.336,93.333,17770.000,1.000
21.017,6.695,8.087,6.590,-3.870,0.376,-2.268,12.412,0.028,0.968,0.268,-0.061,0.916,0.458,93.333,17771.000,1.000
20.859,6.924,6.798,6.001,-8.276,0.483,-0.137,16.106,0.028,0.969,0.269,-0.122,0.793,0.305,93.333,17772.000,1.000
17.053,5.458,2.333,3.402,-7.270,0.740,3.841,16.959,0.025,0.970,0.269,-0.183,0.916,0.275,93.333,17773.000,1.000
12.974,3.802,-2.225,2.150,-3.333,2.067,6.760,14.633,0.024,0.970,0.268,-0.153,0.824,0.214,93.333,17774.000,1.000
9.925,1.575,-5.464,1.211,-1.844,1.288,5.081,10.691,0.024,0.971,0.267,-0.092,0.793,0.305,93.333,17775.000,1.000
6.655,-2.546,-8.789,-4.105,-1.161,-3.357,0.294,6.996,0.026,0.972,0.268,-0.183,0.610,0.336,93.333,17776.000,1.000
4.296,-6.834,-11.969,-11.290,0.932,-7.550,-0.853,5.599,0.025,0.972,0.267,-0.092,0.549,0.366,93.333,17777.000,1.000
3.676,-7.512,-11.812,-12.832,1.114,-6.632,4.260,7.008,0.025,0.974,0.268,-0.061,0.519,0.397,93.333,17778.000,1.000
2.103,-6.091,-8.466,-8.955,-1.494,-5.512,6.375,6.729,0.024,0.975,0.269,-0.122,0.427,0.458,93.333,17779.000,1.000
-1.443,-7.856,-6.017,-5.519,-3.211,-12.415,-2.326,1.337,0.024,0.976,0.269,-0.153,0.275,0.519,93.333,17780.000,1.000
-3.761,-11.632,-4.835,-4.146,-3.212,-23.167,-13.202,-4.136,0.023,0.974,0.268,-0.153,0.305,0.549,93.333,17781.000,1.000
-2.521,-11.739,-2.166,-3.325,-2.262,-26.786,-15.200,-4.992,0.025,0.974,0.266,-0.153,0.214,0.519,93.333,17782.000,1.000
1.302,-7.298,2.516,-1.733,0.093,-21.572,-10.026,-3.901,0.025,0.972,0.269,-0.153,0.122,0.519,93.333,17783.000,1.000
5.439,-1.709,8.291,2.190,0.986,-14.016,-5.057,-3.837,0.026,0.972,0.268,-0.061,0.031,0.549,93.333,17784.000,1.000
8.064,2.460,13.728,8.026,-2.478,-9.075,-4.316,-4.628,0.026,0.970,0.268,0.000,0.061,0.580,93.333,17785.000,1.000
9.361,4.759,16.586,12.376,-6.503,-6.935,-5.801,-5.455,0.025,0.972,0.269,-0.031,0.031,0.580,93.333,17786.000,1.000
11.604,5.212,15.371,12.244,-6.286,-6.355,-5.986,-6.792,0.028,0.971,0.269,0.092,-0.031,0.610,93.333,17787.000,1.000
15.415,4.556,11.913,8.915,-2.166,-6.546,-5.527,-9.697,0.028,0.971,0.271,0.183,0.000,0.610,93.333,17788.000,1.000
18.135,5.197,10.995,7.215,2.165,-5.922,-5.700,-12.241,0.028,0.973,0.271,0.153,0.061,0.519,93.333,17789.000,1.000
18.408,7.296,13.348,8.199,2.384,-5.061,-6.821,-11.562,0.030,0.973,0.268,0.153,-0.031,0.580,93.333,17790.000,1.000
18.746,7.855,14.012,7.932,-2.378,-6.749,-9.884,-8.505,0.030,0.970,0.269,0.305,-0.031,0.488,93.333,17791.000,1.000
20.838,6.732,12.009,6.637,-7.971,-8.993,-12.527,-4.720,0.027,0.971,0.268,0.336,-0.092,0.488,93.333,17792.000,1.000
22.682,6.686,11.866,8.464,-10.021,-6.994,-10.655,0.127,0.026,0.972,0.267,0.305,-0.031,0.549,93.333,17793.000,1.000
22.973,7.383,13.429,11.063,-6.507,-2.671,-6.639,4.661,0.028,0.974,0.269,0.305,0.092,0.519,93.333,17794.000,1.000
23.253,6.215,11.204,7.763,1.453,-2.073,-6.829,4.604,0.028,0.974,0.268,0.427,0.031,0.397,93.333,17795.000,1.000
23.963,3.864,4.474,-0.060,6.691,-4.160,-10.611,-1.213,0.030,0.974,0.268,0.488,0.183,0.427,93.333,17796.000,1.000
23.038,3.270,-1.290,-4.343,3.196,-2.398,-10.971,-7.858,0.030,0.976,0.268,0.580,0.183,0.488,93.333,17797.000,1.000
19.248,4.201,-3.138,-2.721,-2.607,3.553,-5.864,-10.103,0.030,0.975,0.269,0.610,0.183,0.519,93.333,17798.000,1.000
14.535,4.031,-3.068,0.620,-1.418,7.917,0.972,-6.464,0.030,0.972,0.267,0.641,0.305,0.549,93.333,17799.000,1.000
11.298,2.069,-2.842,3.445,2.983,7.434,7.174,1.625,0.029,0.969,0.267,0.580,0.305,0.488,93.333,17800.000,1.000
8.922,-0.878,-2.452,6.361,0.829,2.173,10.044,8.849,0.029,0.965,0.266,0.519,0.153,0.580,93.333,17801.000,1.000
7.234,-4.310,-2.268,7.695,-6.085,-6.613,5.152,8.380,0.029,0.963,0.265,0.549,0.214,0.702,93.333,17802.000,1.000
8.010,-7.473,-3.008,4.428,-6.361,-15.346,-6.536,-0.238,0.029,0.962,0.263,0.580,0.183,0.641,93.333,17803.000,1.000
9.415,-9.166,-4.293,-1.623,1.700,-19.504,-16.121,-9.397,0.030,0.963,0.264,0.732,0.305,0.702,93.333,17804.000,1.000
7.767,-8.180,-4.281,-4.223,7.023,-17.216,-15.113,-11.550,0.028,0.964,0.265,0.916,0.214,0.763,93.333,17805.000,1.000
5.437,-4.020,-1.249,-0.360,4.228,-10.479,-5.498,-6.795,0.029,0.965,0.264,0.946,0.275,0.885,93.333,17806.000,1.000
7.940,1.731,3.852,6.548,0.178,-2.935,3.288,-0.660,0.030,0.967,0.264,1.038,0.427,0.916,93.333,17807.000,1.000
15.375,6.380,8.084,11.250,0.655,3.882,7.236,2.774,0.032,0.965,0.262,1.099,0.397,1.068,93.333,17808.000,1.000
21.789,8.596,9.670,11.464,2.378,9.903,8.678,2.442,0.032,0.969,0.263,1.190,0.549,1.160,93.333,17809.000,1.000
21.496,8.484,9.017,8.983,1.103,13.096,8.405,-0.192,0.030,0.970,0.265,1.129,0.488,1.129,93.333,17810.000,1.000
16.091,7.492,8.112,8.016,-1.648,12.281,7.135,-1.115,0.027,0.973,0.266,1.038,0.488,1.129,93.333,17811.000,1.000
13.105,8.479,8.940,10.838,-3.177,11.330,8.989,2.332,0.025,0.974,0.266,1.099,0.641,1.129,93.333,17812.000,1.000
14.929,11.992,10.707,14.642,-2.440,12.871,13.539,7.420,0.024,0.974,0.263,1.038,0.610,1.007,93.333,17813.000,1.000
16.236,14.051,10.385,14.979,1.180,11.567,11.346,8.797,0.024,0.974,0.263,0.946,0.427,0.946,93.333,17814.000,1.000
14.863,12.098,8.279,12.355,5.507,4.057,-0.084,6.179,0.026,0.974,0.260,0.916,0.336,0.824,93.333,17815.000,1.000
14.839,8.797,8.302,11.710,6.375,-2.697,-8.950,4.775,0.025,0.973,0.261,0.763,0.275,0.824,93.333,17816.000,1.000
16.596,6.036,9.576,13.605,3.596,-3.551,-9.507,6.170,0.026,0.973,0.260,0.732,0.214,0.793,93.333,17817.000,1.000
15.614,2.875,7.005,12.935,0.849,-2.203,-9.103,6.921,0.027,0.975,0.259,0.763,0.183,0.763,93.333,17818.000,1.000
11.767,1.224,2.078,9.366,-0.425,-0.820,-9.764,7.144,0.028,0.976,0.259,0.793,0.244,0.671,93.333,17819.000,1.000
8.943,3.207,0.134,7.693,-1.898,1.726,-5.578,10.172,0.029,0.977,0.264,0.702,0.275,0.641,93.333,17820.000,1.000
7.322,5.020,-0.429,7.665,-3.360,2.559,1.422,13.913,0.029,0.978,0.262,0.641,0.458,0.671,93.333,17821.000,1.000
5.706,3.718,-3.122,6.179,-2.565,-0.053,3.162,13.279,0.030,0.979,0.262,0.549,0.427,0.702,93.333,17822.000,1.000
6.350,3.136,-5.195,4.677,0.052,-1.029,0.462,9.488,0.031,0.978,0.264,0.488,0.336,0.824,93.333,17823.000,1.000
